0.07190012574195861483
0.14284430027008057640
524288; -174
1048576; 58
1572864; 135
2097152; 78
2621440; 125
3145728; -125
3670016; 29
4194304; 57
4718592; 72
5242880; 115
5767168; 156
6291456; -41
6815744; 119
7340032; -149
7864320; -169
8388608; -178
8912896; 197
9437184; -190
9961472; -185
10485760; -191
11010048; -191
11534336; -173
12058624; -170
12582912; -175
13107200; -137
13631488; 156
14155776; 198
14680064; 124
15204352; 39
15728640; -129
16252928; -126
16777216; -102
17301504; -107
17825792; -104
18350080; -77
18874368; -52
19398656; -30
19922944; -10
20447232; -8
20971520; 22
21495808; 51
22020096; 62
22544384; 53
23068672; 58
23592960; 44
24117248; -10
24641536; 132
25165824; 140
25690112; -163
26214400; 42
26738688; 51
27262976; 38
27787264; 43
28311552; 47
28835840; 50
29360128; 51
29884416; 50
30408704; 47
30932992; 43
31457280; 38
31981568; 55
32505856; 47
33030144; 37
33554432; 51

524288; -41
1048576; -167
1572864; -50
2097152; 15
2621440; 36
3145728; 50
3670016; 76
4194304; 89
4718592; 51
5242880; 54
5767168; 67
6291456; 62
6815744; 64
7340032; 45
7864320; 32
8388608; 31
8912896; 24
9437184; 19
9961472; 27
10485760; 159
11010048; 93
11534336; 107
12058624; 104
12582912; 102
13107200; 111
13631488; 114
14155776; 111
14680064; 113
15204352; 109
15728640; 111
16252928; -101
16777216; 38
17301504; 37
17825792; -158
18350080; 107
18874368; 97
19398656; 83
19922944; 186
20447232; 22
20971520; 38
21495808; 35
22020096; 28
22544384; 36
23068672; 23
23592960; 26
24117248; 26
24641536; 42
25165824; 38
25690112; 31
26214400; 22
26738688; 10
27262976; 38
27787264; 43
28311552; 26
28835840; 50
29360128; 51
29884416; 50
30408704; 47
30932992; 43
31457280; 62
31981568; 55
32505856; -101
33030144; 119
33554432; 152
